Kingdom	Phylum	Class	Order	Family	Genus	Species	ASV	gtdb	kegg	uniprot	eggnog	ncbi	PhaC_status
Bacteria	Proteobacteria	Alphaproteobacteria	Order of Alphaproteobacteria	Family of Alphaproteobacteria	Genus_of_Alphaproteobacteria	NA	e98b07bb5d5ed72adaf2f4cc83e7e70d	NA	NA	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	NA	d7c31e9b3d6ae97fc8d70f7ca007224c	YES	YES	YES	YES	NA	YES
Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Genus_of_Acetobacteraceae	NA	e37e68c724e42547d3022fd2bcf17e5f	NA	NA	NA	NA	NA	Maybe
Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Fodinicurvataceae	Genus_of_Fodinicurvataceae	NA	0af4a46b56ec107a85e4e4682c125a94	NA	NA	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA	043349bc446531c3f2d04cc20bfc3710	YES	YES	YES	YES	NA	YES
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingosinicella	NA	c97b49b5849b709da91fb5f6f48cd9eb	NA	YES	YES	NA	NA	YES
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	NA	9d375b7b3eef8bbf482900574cf51302	YES	YES	YES	YES	NA	YES
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Genus_of_Sphingomonadaceae	NA	9f87b01cde4d97cdf00ad236eefb0a65	NA	NA	NA	NA	NA	Maybe
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	NA	7b17011021da73d31153d8ac63b97252	YES	YES	YES	YES	NA	YES
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	NA	75c43bd66f718ca75507ff5efd6e4ccb	YES	YES	YES	YES	NA	YES
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Rhizorhapis	NA	b5bbe70bfd28bdb7ee418fa8ad6da5ed	NA	NA	NA	NA	NA	Maybe
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae	Magnetospirillum	NA	275816a5653d02c806e5648a3e3b9941	YES	YES	YES	YES	NA	YES
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Shinella	NA	1158aaa103fd1635ec15ca13d78143fa	YES	YES	YES	YES	NA	YES
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	UKL13-1	NA	c805434e1da65e52b1c1e9725bbf0b72	NA	NA	NA	NA	NA	Maybe
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02	NA	fdb85103ef307059c65044f4386f525b	NA	NA	NA	NA	NA	Maybe
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hirschia	NA	8eeeb8bdae3844b0185705d9ec3dc0c1	YES	YES	NA	YES	NA	YES
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus	NA	07f2aab095dfebba454dd3b0dcc09d17	NA	NA	YES	NA	NA	YES
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	NA	e677d19e4debe80464e7776165004c75	YES	YES	YES	YES	NA	YES
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Gemmobacter	NA	d98eac256940dd50ed0ebfa55353c606	YES	YES	YES	YES	NA	YES
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudorhodobacter	NA	098b49f814da592396a6a3fd0961e8d4	YES	YES	YES	NA	NA	YES
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Genus_of_Rhodobacteraceae	NA	1b928ac12dc87878c3c36113baa33d56	NA	NA	NA	NA	NA	Maybe
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Defluviimonas	NA	fb37fe369c335e1937a1052558d2a98c	NA	NA	YES	YES	NA	YES
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paenirhodobacter	NA	e67f69498ab73f33362c634ed6a6d174	NA	YES	YES	NA	NA	YES
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseinatronobacter	NA	4124b15d40c48f9eb884f1de0491ff30	NA	YES	YES	NA	NA	YES
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	NA	9bb7ce91bc2508deaf066934ebc2fdf8	YES	YES	YES	YES	YES	YES
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	NA	99b6b856e4676df229a6e3c11b183293	NA	NA	NA	NA	NA	Maybe
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Genus_of_Hyphomicrobiaceae	NA	2018829be0affbac011bf1b8e30981ad	NA	NA	NA	NA	NA	Maybe
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	NA	450e10636606887dd168542a6fc0df36	NA	YES	YES	YES	NA	YES
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	NA	3b2a7abb43b6e0465c2a77a4abc64a18	NA	NA	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Genus_of_Devosiaceae	NA	a9d3a8d7e6ab34f69fa91fcce8bda39f	NA	NA	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonas	NA	085162ae445a1c4c6645c73d873b53c6	NA	YES	YES	YES	NA	YES
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobiaceae	NA	3effc62c960bcf7508c49303cd983f41	NA	NA	YES	NA	NA	YES
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Genus_of_Rhizobiaceae	NA	53b6f4db5a35e81832e168f3364ffb23	NA	NA	NA	NA	NA	Maybe
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	NA	90de5389d4845b63e7d95bfe47ebab92	YES	YES	YES	YES	YES	YES
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aminobacter	NA	23e275ceef08988cd07dc1c6847ca3aa	YES	YES	YES	YES	NA	YES
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Pseudaminobacter	NA	9bbd247f995e4cf7df484fe4eadf8e0f	NA	NA	YES	YES	NA	YES
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Rhizobiales_Incertae_Sedis	NA	2317a4e769c408fc2876341a2a79294a	NA	NA	NA	NA	NA	Maybe
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Family of Rhizobiales	Genus_of_Rhizobiales	NA	1b0b7702eef8bb4592a14c9877f4dbe9	NA	NA	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Genus_of_Rhizobiales_Incertae_Sedis	NA	6b68ebbc9e9e8d26fa7018cf163d4848	NA	NA	NA	NA	NA	Maybe
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Genus_of_Beijerinckiaceae	NA	6c896e6b776614f7f3171624d2b1ee80	NA	NA	NA	NA	NA	Maybe
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	alphaI_cluster	NA	eb9ea2b44101eb9db0071359034323b4	NA	NA	NA	NA	NA	Maybe
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylorosula	NA	f085ae39f4c53ebd11570b7bfbdf44a8	NA	NA	NA	NA	NA	Maybe
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Amb-16S-1323	Amb-16S-1323	NA	818acb3bd01436553922145ca85cd528	NA	NA	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Xanthobacter	NA	f92d01b3a5b97368d03de1c629565442	NA	YES	YES	YES	YES	YES
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Pleomorphomonadaceae	Genus_of_Pleomorphomonadaceae	NA	295e7fa7a97a72537c328db6564fb092	NA	NA	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Pleomorphomonadaceae	Prosthecomicrobium	NA	8b42e63e1fe8e14326fe559f8a2cce81	NA	NA	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Phreatobacter	NA	5b6d589e4b8374ae05953faf3e0ec415	NA	YES	YES	NA	NA	YES
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Genus_of_Xanthobacteraceae	NA	bbf4b96cca50ba796489ee821b2fcbfe	NA	NA	NA	NA	NA	Maybe
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	NA	34672c0168f836ac051b7595ba488d7c	YES	YES	YES	YES	YES	YES
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Afipia	NA	caafd6d1ef718ac1a2b7473f47d9340b	YES	YES	YES	YES	NA	YES
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA	0ebe2c19bba462612d32bcaf0cf0ffd5	NA	NA	NA	NA	NA	Maybe
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ciceribacter	NA	68397412918f35901abde90c103d8698	NA	NA	YES	NA	NA	YES
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	NA	46973e31776449afb808a2cc0c3f724e	YES	YES	YES	YES	YES	YES
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Salinarimonas	NA	2c26bcd1b914723ff66e415d83a2364f	NA	NA	YES	YES	NA	YES
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea	NA	82baadf8328c34da790a702a3f69ad7a	YES	YES	YES	YES	NA	YES
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	NA	e8a29dd3017c93d387bdcea1a6ce03da	YES	YES	YES	YES	NA	YES
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	NA	c4e6a6ca5701ddd9770216f0440ac51d	YES	YES	YES	YES	NA	YES
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Genus_of_Caulobacteraceae	NA	a42cb4d3210f80faf3a564fb16034e3f	NA	NA	NA	NA	NA	Maybe
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Insolitispirillum	NA	89af7a0fea52613856ea63fde4f5fa7a	NA	NA	NA	NA	NA	Maybe
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Novispirillum	NA	0ed65c0620a78d0a6398d1e743523dfe	NA	NA	NA	YES	NA	YES
Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Genus_of_Micropepsaceae	NA	c33bd9a6050c863947443031a90aec66	NA	NA	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Genus_of_Rhodospirillaceae	NA	fe9717c4f02cd9c01e3913d2dd9fbe52	NA	NA	NA	NA	NA	Maybe
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Genus_of_Rickettsiaceae	NA	183415272c43e58c01bf500eb1a95d3d	NA	NA	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Alphaproteobacteria	Ferrovibrionales	Ferrovibrionales	Taonella	NA	eecd1f012806732b58ce626736d95f78	NA	NA	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	A0839	A0839	NA	fd8ffaef16bcdc1428574ee38eebf2b4	NA	NA	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Family of Micavibrionales	Genus_of_Micavibrionales	NA	58b8fbfce68d5447295e320344bf7940	NA	NA	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	Genus_of_Micavibrionaceae	NA	cbae13c9ef038b129d1877983aadcfeb	NA	NA	NA	NA	NA	Unknown
Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geobacter	NA	908a9a9637fe2f04b2f2dd7210e0ee2e	NA	NA	NA	NA	NA	Unknown
Bacteria	Myxococcota	Polyangia	Blfdi19	Blfdi19	Blfdi19	NA	fa1e619328bfc863afe951daebb2e0e5	NA	NA	NA	NA	NA	Unknown
Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	NA	fc45409b44ea6b0802d29fe35beaac92	NA	NA	NA	NA	NA	Unknown
Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Genus_of_Myxococcaceae	NA	79c5f014ab6dd3989094515251836138	NA	NA	NA	NA	NA	Unknown
Bacteria	Bdellovibrionota	Oligoflexia	053A03-B-DI-P58	053A03-B-DI-P58	053A03-B-DI-P58	NA	2df3589b38096be4a508338c85a78c97	NA	NA	NA	NA	NA	Unknown
Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	NA	101531749f68caed062b72c21bb6e7aa	NA	NA	NA	NA	NA	Maybe
Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	BIrii41	NA	dd82df0cd51d00b89aa67db1c925f0a8	NA	NA	NA	NA	NA	Unknown
Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Minicystis	NA	6d30cb316be46d827db8afd0db805778	YES	YES	NA	NA	NA	YES
Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Genus_of_Polyangiaceae	NA	c865215653a7a4e84c8ee2553dae44b5	NA	NA	NA	NA	NA	Maybe
Bacteria	Myxococcota	Polyangia	Polyangiales	Phaselicystidaceae	Phaselicystis	NA	f146489e1197c98baa87c1aa081f74f4	NA	NA	NA	NA	NA	Unknown
Bacteria	Myxococcota	Polyangia	Polyangiales	Family of Polyangiales	Genus_of_Polyangiales	NA	69f254b919feef755ee5a3bb87c4aade	NA	NA	NA	NA	NA	Unknown
Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	Genus_of_Sandaracinaceae	NA	85ad19d4ede2e9574b85978985789273	NA	NA	NA	NA	NA	Maybe
Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	Sandaracinus	NA	20b247c1ce0b6ab003023d40bafffe44	YES	YES	NA	NA	NA	YES
Bacteria	Myxococcota	Polyangia	mle1-27	mle1-27	mle1-27	NA	adb9edbae73f031729f3a419ff4cecf7	NA	NA	NA	NA	NA	Unknown
Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42	NA	1f0854dc6a81980e2a9dae8d9393f74d	NA	NA	NA	NA	NA	Unknown
Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	0319-6G20	0319-6G20	NA	07c4948a5fb7ee5b3358c137664a9d20	NA	NA	NA	NA	NA	Unknown
Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	Genus_of_Nannocystaceae	NA	cc117ceffa901718a30a56aef66fea38	NA	NA	NA	NA	NA	Unknown
Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	Nannocystis	NA	306362657db7872818a69eab489f7c76	NA	NA	NA	NA	NA	Unknown
Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	NA	0ca532bd9bbc4b0185db8c7a1bae990c	YES	NA	NA	YES	NA	YES
Bacteria	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	SAR324_clade-Marine_group_B	NA	6ca02f586cde622ffe0026986100f29c	NA	NA	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	NA	8933321e7dbdf47e55a1ec83a6517e09	NA	NA	YES	YES	NA	YES
Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	Leptospiraceae	NA	68d82521659da0760fd7a05bfc1c0bcb	NA	NA	NA	NA	NA	Maybe
Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	Leptospira	NA	f47b0cc139d67356ef010969e525072d	YES	YES	NA	NA	NA	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Order of Gammaproteobacteria	Family of Gammaproteobacteria	Genus_of_Gammaproteobacteria	NA	292e0e39b1707097e5044c284b956854	NA	NA	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Hahella	NA	8398609509217da099854c2badcd58eb	YES	YES	YES	YES	NA	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Family of Pseudomonadales	Genus_of_Pseudomonadales	NA	c1d3d652174a3d3563fef2a82780e08a	NA	NA	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	NA	d96600b32a26b6229e6f131b29de5aec	YES	YES	YES	YES	YES	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Genus_of_Cellvibrionaceae	NA	3f437dfe0dd820af7c24937b98743d8f	NA	NA	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Saccharospirillaceae	Oceanobacter	NA	b700143603870b839f102983b769a52f	NA	NA	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Immundisolibacterales	Immundisolibacteraceae	Genus_of_Immundisolibacteraceae	NA	2fa448c5ca06f278a861475dc09e6baa	NA	NA	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio	NA	e60f6e53d09a97fecde5271d323ad53b	NA	NA	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA	3ef0b43bbbe4adf86f08a24b165fc251	YES	YES	YES	YES	YES	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Nitrincolaceae	Nitrincola	NA	a9d038bb2f7649a390bebf717fdf9ba3	NA	YES	YES	NA	NA	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Run-SP154	Run-SP154	Run-SP154	NA	1831f55259f1a98b20d80ec341fd00d2	NA	NA	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Nitrococcales	Halorhodospiraceae	Alkalilimnicola	NA	0158ec5c43e8d2357bdf0dd570b3c287	YES	YES	YES	YES	NA	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	C1-B045	NA	64a22b74e2f7c1260ada70de056e18ba	NA	NA	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Ga0077536	Ga0077536	Ga0077536	NA	ddd2c1ee6f43aeeacecf4c44011787d5	NA	NA	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	NA	53ba6b4f33baba1cdfd2daf379d515c9	YES	YES	YES	YES	YES	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Alkanindiges	NA	e6ec7a000c8aa73c58fff1ebbd7f16c5	NA	NA	NA	YES	NA	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	_lubricus_group	NA	0a7941d6ba219b79834e781c4ace9474	NA	NA	NA	NA	NA	Maybe
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Fluviicoccus	NA	3b2112ce4834feae1dfc49bb838eaddc	NA	NA	NA	NA	NA	Maybe
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Cavicella	NA	9bec1824b2bbd2ba2cf35faba2317a11	NA	NA	NA	NA	NA	Maybe
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	Pseudohongiella	NA	be1cf78cf5618a6f8da62ea40cf4fc88	NA	NA	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halioglobus	NA	54f0eef9a4bdbd5828e03be0a2aeea2e	NA	YES	NA	NA	NA	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Genus_of_Halieaceae	NA	dfa37aba13658313ec187fe633b57658	NA	NA	NA	NA	NA	Maybe
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	OM60-NOR5-_clade	NA	78f3a7554d9aef5c386d977f0e77a4e3	NA	NA	NA	NA	NA	Maybe
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	BD1-7_clade	NA	98e8eec8c0d380272920999d692f7a3b	NA	NA	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Genus_of_Moraxellaceae	NA	8dec81bb6b820924c5bf5413efd44fdf	NA	NA	NA	NA	NA	Maybe
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Ahniella	NA	17ef658c5844ae3f2625ec138a103f31	NA	YES	NA	NA	NA	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Genus_of_Rhodanobacteraceae	NA	fe91324fb7ffcdbbc85a2656ab287d4e	NA	NA	NA	NA	NA	Maybe
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Genus_of_Xanthomonadaceae	NA	006c283fb9904d2d82d17a7094520d06	NA	NA	NA	NA	NA	Maybe
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas	NA	74d2f6d63134e96a7f8271fbd7e160c9	YES	YES	YES	YES	NA	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	NA	b8722f75670dce94ba5d40deb7a85604	YES	YES	NA	YES	NA	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	NA	4f2d6ebf40c3a9d7c5c969b6d5491f3d	YES	YES	YES	YES	YES	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Thermomonas	NA	d70d68ad9dc93090cde7d27dd19cbd6c	YES	YES	YES	YES	NA	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Aquimonas	NA	140e40cb48f1dfbda216a1267bb28fc5	NA	NA	NA	NA	NA	Maybe
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Chiayiivirga	NA	b814e953bf6c23faf6506f91dd211855	NA	NA	NA	NA	NA	Maybe
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas	NA	f6accc415c7a6456247621afb3450f67	NA	NA	YES	NA	NA	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dokdonella	NA	c0c52ab284a4ec65d5dd6193820a8bce	YES	YES	YES	NA	NA	YES
Bacteria	Acidobacteriota	Holophagae	Holophagales	Holophagaceae	Genus_of_Holophagaceae	NA	cb1e484ee0c0be4e854b53dac3ae58d9	NA	NA	NA	NA	NA	Unknown
Bacteria	Acidobacteriota	Holophagae	Holophagales	Holophagaceae	Holophaga	NA	618f8dfa32e2278badba12e17453b311	NA	NA	NA	NA	NA	Unknown
Bacteria	Acidobacteriota	Holophagae	Holophagales	Holophagaceae	Holophagaceae	NA	4b1c92f2f79ae110cfd81fede49c0f56	NA	NA	NA	NA	NA	Unknown
Bacteria	Acidobacteriota	Holophagae	Holophagales	Holophagaceae	Geothrix	NA	987954a6e5fb725b5e7d52ad9ac20491	NA	NA	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alishewanella	NA	e8c1e783e60161fe039cc419a3717b1f	NA	NA	NA	NA	NA	Maybe
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Rheinheimera	NA	564d6ed3670cc99b76ffd79edae6a86f	NA	NA	YES	NA	NA	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Genus_of_Yersiniaceae	NA	3dafcbe22414ca7500d8a718c186e0e9	NA	NA	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Aeromonadaceae	Aeromonas	NA	16e2e2408cedf8f9faae33004fb5eaa2	YES	YES	YES	YES	NA	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Thiothrix	NA	2a943527db4e61c2e9edff395e618b5d	NA	YES	YES	YES	NA	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Crenothrix	NA	ed282d96fdde4c6b898f210e0811d9fc	NA	NA	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	Thioalkalimicrobium	NA	14aaec1f43194f8fdd37df9243434fc9	NA	NA	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Methylophagaceae	Methylophaga	NA	e79652ddea2ac3bfae5440fb8601df9e	NA	NA	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Candidatus_Berkiella	NA	3f72063cf862a958e88675a02d4206e7	NA	NA	NA	NA	NA	Maybe
Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Candidatus_Ovatusbacter	NA	4d77e9dea16283ff93c209599f4df1ac	NA	NA	NA	NA	NA	Maybe
Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA	c67747b014836001a62c3714ec69d75f	YES	YES	YES	YES	NA	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Halothiobacillales	Halothiobacillaceae	Halothiobacillus	NA	a4d1c260404dc742632285a1fa58eaa9	NA	NA	NA	NA	NA	Unknown
